# TYPE ceph gauge
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.0",type="write"} 132893 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.f",type="read"} 2877375 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.f",type="write"} 1185334 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.e",type="read"} 2365119 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.e",type="write"} 821741 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.f",type="read"} 145541 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.f",type="write"} 120057 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.1",type="read"} 2387540 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.1",type="write"} 840964 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.0",type="read"} 3299104 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.0",type="write"} 1114235 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.e",type="read"} 257336 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.e",type="write"} 321503 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.0",type="read"} 2399967 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.0",type="write"} 791403 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.1",type="read"} 2830410 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.1",type="write"} 1032848 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.d",type="read"} 115255 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.d",type="write"} 202978 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3",type="read"} 2358742 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3",type="write"} 800090 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2",type="read"} 2993123 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2",type="write"} 1100632 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.c",type="read"} 139718 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.c",type="write"} 125918 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3",type="read"} 4199734 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3",type="write"} 1041810 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2",type="read"} 2376274 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2",type="write"} 760081 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="read"} 206662 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="write"} 208479 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="read"} 2913055 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="write"} 1021372 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="read"} 2298639 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="write"} 784994 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="read"} 234604 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="write"} 222900 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="read"} 2966123 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="write"} 1045008 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="read"} 2394825 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="write"} 773983 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="read"} 266842 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="write"} 996534 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="read"} 2789643 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="write"} 1015634 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="read"} 2317200 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="write"} 838072 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="read"} 278616 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="write"} 252447 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="read"} 3848725 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="write"} 1058184 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="read"} 2391004 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="write"} 784670 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="read"} 88971 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="write"} 207668 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="read"} 3574180 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="write"} 1109723 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="read"} 2365752 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="write"} 790655 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="read"} 171937 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="write"} 404265 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="read"} 3171682 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="write"} 1110562 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="read"} 2383631 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="write"} 777796 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="read"} 125317 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="write"} 347189 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="read"} 3253155 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="write"} 1117141 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="read"} 2408081 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="write"} 790431 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="read"} 161058 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="write"} 70137 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="read"} 2781542 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="write"} 1010901 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="read"} 2479904 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="write"} 772832 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="read"} 53200 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="write"} 468063 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="read"} 3523504 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="write"} 1149838 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3d",type="read"} 2375128 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3d",type="write"} 772340 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.32",type="read"} 135676 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.32",type="write"} 152331 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3d",type="read"} 3029344 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3d",type="write"} 1018682 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3c",type="read"} 2409215 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3c",type="write"} 765678 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.31",type="read"} 188619 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.31",type="write"} 303576 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3e",type="read"} 2897268 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3e",type="write"} 1027162 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3f",type="read"} 2381562 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3f",type="write"} 771426 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.30",type="read"} 235633 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.30",type="write"} 116505 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3f",type="read"} 2922731 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3f",type="write"} 1034271 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3e",type="read"} 2398274 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3e",type="write"} 804919 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3f",type="read"} 532512 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3f",type="write"} 208062 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.30",type="read"} 2804743 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.30",type="write"} 1013533 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.31",type="read"} 2348749 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.31",type="write"} 764320 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3e",type="read"} 81062 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3e",type="write"} 422512 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.31",type="read"} 2958846 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.31",type="write"} 1038408 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.30",type="read"} 2375937 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.30",type="write"} 827386 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3d",type="read"} 110504 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3d",type="write"} 156625 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.32",type="read"} 2897300 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.32",type="write"} 1016909 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.33",type="read"} 2350218 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.33",type="write"} 778828 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3c",type="read"} 50722 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3c",type="write"} 171606 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.33",type="read"} 2834671 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.33",type="write"} 1013578 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.32",type="read"} 2331539 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.32",type="write"} 796481 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3b",type="read"} 140329 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3b",type="write"} 283448 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.34",type="read"} 2765569 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.34",type="write"} 1708907 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.35",type="read"} 2445362 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.35",type="write"} 789358 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3a",type="read"} 100527 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.3a",type="write"} 156945 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.35",type="read"} 2943877 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.35",type="write"} 1031077 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.34",type="read"} 2336356 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.34",type="write"} 808902 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.39",type="read"} 162267 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.39",type="write"} 96367 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.36",type="read"} 2861200 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.36",type="write"} 1033452 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.37",type="read"} 2367075 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.37",type="write"} 797603 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.38",type="read"} 463213 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.38",type="write"} 1264936 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.37",type="read"} 3012055 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.37",type="write"} 1024634 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.36",type="read"} 2359079 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.36",type="write"} 806617 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.27",type="read"} 55991 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.27",type="write"} 131037 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.29",type="read"} 2378298 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.29",type="write"} 795990 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.28",type="read"} 2733749 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.28",type="write"} 1014339 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.26",type="read"} 255015 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.26",type="write"} 266637 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.28",type="read"} 2405463 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.28",type="write"} 807124 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.29",type="read"} 3448682 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.29",type="write"} 1242288 1450641689458
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="cluster",type="read"} 359221279 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="cluster",type="write"} 138297152 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.25",type="read"} 94494 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.25",type="write"} 179824 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2b",type="read"} 2366541 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2b",type="write"} 778068 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2a",type="read"} 2857105 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2a",type="write"} 1014895 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.24",type="read"} 73643 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.24",type="write"} 262137 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2a",type="read"} 2420277 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2a",type="write"} 792208 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2b",type="read"} 2697884 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2b",type="write"} 1011119 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.23",type="read"} 99712 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.23",type="write"} 291146 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2d",type="read"} 2344765 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2d",type="write"} 758987 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2c",type="read"} 2998249 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2c",type="write"} 1042795 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.22",type="read"} 126662 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.22",type="write"} 528103 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2c",type="read"} 2417860 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2c",type="write"} 817334 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2d",type="read"} 3562490 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2d",type="write"} 1068910 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.21",type="read"} 65170 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.21",type="write"} 207562 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2e",type="read"} 3372839 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2e",type="write"} 1021184 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2f",type="read"} 2340908 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2f",type="write"} 804221 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.20",type="read"} 164425 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.20",type="write"} 603778 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2f",type="read"} 3161903 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.2f",type="write"} 1082506 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2e",type="read"} 2423740 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.2e",type="write"} 831008 1450641719530
ceph_operation_count{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.2f",type="read"} 286540 1450641719530
